workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
latency_0_273,./hip-latency 273 0,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Wed 19 Jun 2024 07:18:19 PM  (UTC),2,59de7a94411f,AMD EPYC 7H12 64-Core Processor,American Megatrends Inc.2.2,Ubuntu 22.04.4 LTS,6.5.0-21-generic,,528134704,,6.1.0-82,113-D3431401-100,NA,NA,MI100,gfx908,16,8192,120,4,8,64,1024,40,1502,1200,1502,1200,32,32,64,4,1228.8,1
